address,fraud_flag,has_transaction_activity,has_token_activity,log_total_transactions,log_unique_receivers,log_unique_senders,log_total_eth_sent,log_total_eth_received,log_avg_eth_sent,log_avg_eth_received,log_wallet_lifetime_days,transactions_per_active_day,avg_gas_limit,avg_gas_price,log_total_token_transfers,log_unique_token_receivers,log_token_activity_lifetime_days,token_transfers_per_active_day
0x28c7f0c0d2f2013ab9dbd34e4be50ee2447a7d38,0,1,0,3.8918202981106265,3.091042453358316,1.6094379124341003,2.177893622515644,2.1785602522518768,0.3168140224879375,0.25474496857677814,5.713732805509369,1.2,26500.09523809524,13227737893.809525,0.0,0.0,0.0,0.0
0x45c5836edcc5c4262937f4efaa50baf482c3ea47,0,1,0,4.189654742026425,4.127134385045092,1.0986122886681098,9.210537120719879,9.21054035197885,5.073582041196156,8.517493146425235,0.6931471805599453,65.0,25380.95238095238,24428571428.571426,0.0,0.0,0.0,0.0
0xc709cda6fc460703a8a9a7d1a65c1ab65d2bc579,0,1,0,4.74493212836325,4.04305126783455,3.1354942159291497,5.396435825330093,5.396576575900431,1.3884109199538879,1.8496054626828955,4.890349128221754,2.7142857142857144,21001.0,20000000000.0,0.0,0.0,0.0,0.0
0x4aeedca4155b593f7cf92f3bc26e7fab8a5b8f6f,0,1,0,4.836281906951478,4.127134385045092,2.6390573296152584,6.3913123209322675,6.391362339466999,2.3762606092183325,2.3328549467171498,4.060443010546419,4.464285714285714,22131.14754098361,23297234435.80328,0.0,0.0,0.0,0.0
0xa47ef476c1b4942e0143f80b9f5744c6de1911bb,0,1,0,4.6443908991413725,4.624972813284271,1.0986122886681098,9.210535210094005,9.21054035197885,4.605363095201694,8.517493146425235,0.6931471805599453,103.0,21683.168316831685,24247524752.475246,0.0,0.0,0.0,0.0
0x11b85b4e2fadaebe04a251377aa35b9be3c785f0,0,1,0,8.82217476094608,3.332204510175204,8.361474616416817,11.245621998194544,11.245622603962998,6.969883019412039,2.518286671540188,3.9889840465642745,144.29787234042553,27652.777777777777,30666666666.666664,0.0,0.0,0.0,0.0
0xad475e73b279650a717c90b85ba8d3fcc237be94,0,1,0,3.713572066704308,2.772588722239781,2.70805020110221,3.4911685280985063,3.491433958847745,0.844155094926416,1.0951269538138275,7.04141166379481,1.7391304347826086,21087.5,13736043682.291666,0.0,0.0,0.0,0.0
0x81a2e4f651c9979d4ee6586d146a4f4c90da27c0,0,1,0,3.8501476017100584,3.1780538303479458,1.0986122886681098,1.6122105416773627,1.6142419803984798,0.1608566802602472,0.16123403526592217,3.2188758248682006,2.875,21000.0,21109207716.304348,0.0,0.0,0.0,0.0
0xa14368d7c4d722a57174c4a6995584dad3ca6446,0,1,0,4.127134385045092,3.4339872044851463,1.6094379124341003,1.09355397433995,1.097852470079062,0.06406538960976989,0.06245130641558031,6.920671504248683,1.6944444444444444,21000.0,20409583808.5,0.0,0.0,0.0,0.0
0x00f166114c211b7e71e09bfd5d6ffee8716bc0cb,0,1,0,4.543294782270004,3.970291913552122,2.1972245773362196,4.77447373952394,4.774705031544759,1.0954885659618117,1.4940624664580011,1.0986122886681098,46.5,21947.898305084746,21782722811.084743,0.0,0.0,0.0,0.0
0x93aeae8a42213d584b47d784bf550041bda5bed9,0,1,0,4.584967478670572,3.828641396489095,1.0986122886681098,2.37698704080307,2.3787192285103873,0.1965238752082616,0.17251518740106048,6.284134161070802,1.6440677966101696,21000.0,19615198330.93333,0.0,0.0,0.0,0.0
0xaa599a0eed756ea19c113a0824af98431a0f4350,0,1,0,3.6109179126442243,2.8903717578961645,2.1972245773362196,8.202899967519786,8.202902419340013,5.317172995917604,5.317175436376071,5.82600010738045,2.4,28666.666666666664,22417169415.11111,0.0,0.0,0.0,0.0
0x191510770b1cc5d251a1570e5896222530cce524,0,1,0,3.828641396489095,2.833213344056216,2.995732273553991,6.021076444708756,6.02109738982691,3.2842465212192953,2.7195482258997967,3.713572066704308,3.4615384615384617,21000.0,25684337050.125,0.0,0.0,0.0,0.0
0x13e3a8bcab20ff841c27b36e39310a7336c9ae3e,0,1,0,4.007333185232471,3.332204510175204,1.3862943611198906,1.9118823277173227,1.9137732815856714,0.1935487977529488,0.1939395538522741,5.049856007249537,2.0,21000.0,22585437109.629627,0.0,0.0,0.0,0.0
0x7c45cafae77e2b837781d9642c35c92fe15b88fb,0,1,0,5.0106352940962555,4.290459441148391,1.9459101490553132,1.2638769980845896,1.2734716513779771,0.033736838118128554,0.03373435834120581,6.111467339502679,2.328125,23797.297297297297,21118096696.054054,0.0,0.0,0.0,0.0
